model,target,feature_rows,train_trials,test_trials,majority_accuracy,model_accuracy,model_macro_f1,beats_majority,recall_future_risk,recall_no_future_risk
centroid,future_risk_label,105,3,345,1.0,0.7705,0.4352,0,0.0,0.7705
