frontend,source,algorithm,sensor_period_ms,frontend_to_occupancy_ms,mppi_compute_ms,control_publish_ms,uav_speed_mps,total_delay_ms,distance_during_delay_m,latency_buffer_to_safety_breach_m,latency_buffer_to_body_contact_m,min_body_clearance_m,min_safety_margin_m,collision,safety_violation,occupied_cells,grid_shape,note,case_id,mppi_seed,status
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,53.078,10.0,1.0,169.224,0.1692,1.2529,1.6335,0.3668,0.1168,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,0,800,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,43.902,10.0,1.0,160.049,0.16,1.2621,1.6427,0.3783,0.1283,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,1,801,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,46.657,10.0,1.0,162.804,0.1628,1.2594,1.6399,0.3761,0.1261,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,2,802,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,37.042,10.0,1.0,153.188,0.1532,1.269,1.6496,0.3806,0.1306,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,3,803,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,34.033,10.0,1.0,150.179,0.1502,1.272,1.6526,0.3857,0.1357,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,4,804,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,49.807,10.0,1.0,165.954,0.166,1.2562,1.6368,0.385,0.135,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,5,805,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,42.758,10.0,1.0,158.905,0.1589,1.2633,1.6438,0.385,0.135,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,6,806,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,37.229,10.0,1.0,153.375,0.1534,1.2688,1.6494,0.3857,0.1357,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,7,807,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,94.797,10.0,2.0,210.943,0.4219,1.0003,1.3809,0.2519,0.0019,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,0,900,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,99.632,10.0,2.0,215.778,0.4316,0.9906,1.3712,0.2624,0.0124,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,1,901,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,112.565,10.0,2.0,228.711,0.4574,0.9647,1.3453,0.257,0.007,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,2,902,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,153.99,10.0,2.0,270.137,0.5403,0.8819,1.2625,0.4743,0.2243,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,3,903,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,105.888,10.0,2.0,222.034,0.4441,0.9781,1.3587,0.2538,0.0038,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,4,904,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,91.657,10.0,2.0,207.804,0.4156,1.0066,1.3871,0.2633,0.0133,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,5,905,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,89.402,10.0,2.0,205.549,0.4111,1.0111,1.3917,0.266,0.016,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,6,906,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,111.006,10.0,2.0,227.152,0.4543,0.9679,1.3484,0.2683,0.0183,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,7,907,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,207.347,10.0,3.0,323.494,0.9705,0.4517,0.8323,0.5291,0.2791,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,0,1000,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,298.859,10.0,3.0,415.006,1.245,0.1772,0.5577,0.3822,0.1322,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,1,1001,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,229.623,10.0,3.0,345.769,1.0373,0.3849,0.7654,0.5106,0.2606,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,2,1002,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,194.769,10.0,3.0,310.916,0.9327,0.4894,0.87,0.5241,0.2741,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,3,1003,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,203.24,10.0,3.0,319.387,0.9582,0.464,0.8446,0.5247,0.2747,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,4,1004,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,393.775,10.0,3.0,509.921,1.5298,-0.1076,0.273,0.1784,-0.0716,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,5,1005,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,304.295,10.0,3.0,420.442,1.2613,0.1608,0.5414,0.3684,0.1184,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,6,1006,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,236.634,10.0,3.0,352.781,1.0583,0.3638,0.7444,0.4761,0.2261,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,7,1007,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,231.14,10.0,4.0,347.287,1.3891,0.033,0.4136,0.242,-0.008,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,0,1100,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,249.553,10.0,4.0,365.699,1.4628,-0.0406,0.34,-0.037,-0.287,1,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,1,1101,collision
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,463.658,10.0,4.0,579.804,2.3192,-0.897,-0.5165,-0.2946,-0.5446,1,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,2,1102,collision
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,229.657,10.0,4.0,345.803,1.3832,0.039,0.4195,0.2752,0.0252,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,3,1103,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,235.484,10.0,4.0,351.631,1.4065,0.0156,0.3962,0.2576,0.0076,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,4,1104,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,208.851,10.0,4.0,324.997,1.3,0.1222,0.5028,0.3379,0.0879,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,5,1105,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,191.538,10.0,4.0,307.684,1.2307,0.1914,0.572,0.3943,0.1443,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,6,1106,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,214.458,10.0,4.0,330.604,1.3224,0.0998,0.4803,0.321,0.071,0,0,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,7,1107,safe
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,217.155,10.0,5.0,333.301,1.6665,-0.2443,0.1362,0.0694,-0.1806,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,0,1200,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,197.235,10.0,5.0,313.382,1.5669,-0.1447,0.2358,0.1553,-0.0947,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,1,1201,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,215.719,10.0,5.0,331.865,1.6593,-0.2372,0.1434,0.0425,-0.2075,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,2,1202,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,205.747,10.0,5.0,321.893,1.6095,-0.1873,0.1933,0.1232,-0.1268,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,3,1203,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,196.609,10.0,5.0,312.755,1.5638,-0.1416,0.239,0.1572,-0.0928,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,4,1204,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,193.337,10.0,5.0,309.483,1.5474,-0.1252,0.2553,0.1674,-0.0826,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,5,1205,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,188.066,10.0,5.0,304.213,1.5211,-0.0989,0.2817,0.1792,-0.0708,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,6,1206,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,185.022,10.0,5.0,301.168,1.5058,-0.0837,0.2969,0.1933,-0.0567,0,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,7,1207,violation
ideal_occupancy_esdf,synthetic_gt,ground-truth occupancy -> ESDF distance transform,100.0,6.146,190.63,10.0,6.0,306.777,1.8407,-0.4185,-0.0379,-0.1074,-0.3574,1,1,3084,3D 43680 voxels,upper-bound map frontend; no raw sensor processing,0,1300,collision
