sequence,obstacles,min_center_distance_m,min_boundary_clearance_m,closest_time_s,closest_index,closest_obstacle_index,collision,safety_violation,safety_distance_m,path_length_m,duration_s,mean_speed_mps,avoidance_label,computation_time_ms,method,planner_compute_time_ms,waypoint_count,smoothness_heading_change,safe_count,warning_count,danger_count,collision_count,future_risk_count,danger_or_collision_rate,future_risk_rate
10,1,0.9742,0.7742,10.3125,825,0,0,0,0.5,6.0936,14.425,0.4224,left,0.077,mppi,46.7307,60,0.0,1070,85,0,0,0,0.0,0.0
1,1,1.397,1.197,10.0875,807,0,0,0,0.5,6.6252,12.05,0.5498,right,0.1017,human,0.0,965,0.195131,965,0,0,0,0,0.0,0.0
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0802,straight_line,3.259,2,0.0,965,0,0,0,0,0.0,0.0
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0698,geometric_bypass_not_needed,3.2689,2,0.0,965,0,0,0,0,0.0,0.0
1,1,1.3,1.1,10.8875,871,0,0,0,0.5,6.5412,12.05,0.5428,right,0.0694,astar_grid,5.273,66,0.000478,965,0,0,0,0,0.0,0.0
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0676,rrt,3.2723,2,0.0,965,0,0,0,0,0.0,0.0
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.068,rrt_star,3.2156,2,0.0,965,0,0,0,0,0.0,0.0
1,1,1.3874,1.1874,10.8625,869,0,0,0,0.5,6.5364,12.05,0.5424,right,0.0698,mppi,46.9072,60,0.0,965,0,0,0,0,0.0,0.0
2,1,1.8107,1.6107,8.2,656,0,0,0,0.5,6.3956,9.825,0.651,left,0.0931,human,0.0,787,0.053022,787,0,0,0,0,0.0,0.0
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0681,straight_line,2.7025,2,0.0,787,0,0,0,0,0.0,0.0
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0638,geometric_bypass_not_needed,2.6926,2,0.0,787,0,0,0,0,0.0,0.0
2,1,1.8036,1.6036,6.9125,553,0,0,0,0.5,6.3408,9.825,0.6454,left,0.0626,astar_grid,4.0438,64,0.000394,787,0,0,0,0,0.0,0.0
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0627,rrt,2.6809,2,0.0,787,0,0,0,0,0.0,0.0
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.063,rrt_star,2.6443,2,0.0,787,0,0,0,0,0.0,0.0
2,1,1.7346,1.5346,7.025,562,0,0,0,0.5,6.3481,9.825,0.6461,left,0.0613,mppi,29.9195,60,0.0,787,0,0,0,0,0.0,0.0
4,1,0.7201,0.5201,10.325,826,0,0,0,0.5,8.1275,14.8125,0.5487,left,0.1269,human,0.0,1186,0.284466,993,193,0,0,0,0.0,0.0
4,1,0.4135,0.2135,9.4625,757,0,0,1,0.5,7.2573,14.8125,0.4899,left,0.0939,straight_line,4.1325,2,0.0,889,112,185,0,265,0.156,0.2234
4,1,0.9307,0.7307,9.8,784,0,0,0,0.5,7.3426,14.8125,0.4957,left,0.0889,geometric_bypass,8.3139,3,6.7e-05,1026,160,0,0,0,0.0,0.0
4,1,0.7325,0.5325,9.5125,761,0,0,0,0.5,7.488,14.8125,0.5055,left,0.0802,astar_grid,10.0819,73,0.002602,970,216,0,0,0,0.0,0.0
4,1,0.728,0.528,9.6625,773,0,0,0,0.5,7.3435,14.8125,0.4958,left,0.0799,rrt,4.7445,3,4.3e-05,965,221,0,0,0,0.0,0.0
4,1,0.706,0.506,9.3875,751,0,0,0,0.5,7.2872,14.8125,0.492,left,0.0791,rrt_star,1935.5565,11,3.2e-05,938,248,0,0,0,0.0,0.0
4,1,0.9307,0.7307,9.8,784,0,0,0,0.5,7.341,14.8125,0.4956,left,0.0774,mppi,32.287,60,2.9e-05,1026,160,0,0,0,0.0,0.0
5,1,0.5859,0.3859,9.1,728,0,0,1,0.5,6.1455,11.975,0.5132,right,0.1011,human,0.0,959,0.317826,801,103,55,0,135,0.0574,0.1408
5,1,0.5319,0.3319,8.4125,673,0,0,1,0.5,5.752,11.975,0.4803,right,0.0807,straight_line,3.2102,2,0.0,677,131,151,0,231,0.1575,0.2409
5,1,0.9229,0.7229,8.8125,705,0,0,0,0.5,5.8239,11.975,0.4863,right,0.0718,geometric_bypass,6.8881,3,9.3e-05,789,170,0,0,0,0.0,0.0
5,1,0.7086,0.5086,8.5625,685,0,0,0,0.5,6.112,11.975,0.5104,right,0.0693,astar_grid,8.3592,58,0.002413,695,264,0,0,0,0.0,0.0
5,1,0.731,0.531,8.9875,719,0,0,0,0.5,6.57,11.975,0.5486,right,0.0693,rrt,4.2608,3,0.003279,760,199,0,0,0,0.0,0.0
5,1,0.7313,0.5313,8.2875,663,0,0,0,0.5,5.7714,11.975,0.482,right,0.0687,rrt_star,1979.6311,9,4.4e-05,711,248,0,0,0,0.0,0.0
5,1,0.9229,0.7229,8.8125,705,0,0,0,0.5,5.8231,11.975,0.4863,right,0.0672,mppi,31.3975,60,6.4e-05,789,170,0,0,0,0.0,0.0
6,1,0.5578,0.3578,8.3875,671,0,0,1,0.5,6.6035,11.6,0.5693,right,0.1105,human,0.0,929,0.294614,828,51,50,0,129,0.0538,0.1389
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.074,straight_line,3.1544,2,0.0,929,0,0,0,0,0.0,0.0
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0705,geometric_bypass_not_needed,3.1882,2,0.0,929,0,0,0,0,0.0,0.0
6,1,0.9,0.7,8.825,706,0,0,0,0.5,5.5817,11.6,0.4812,right,0.0683,astar_grid,5.2328,56,0.001173,784,145,0,0,0,0.0,0.0
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0688,rrt,3.1346,2,0.0,929,0,0,0,0,0.0,0.0
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0664,rrt_star,3.121,2,0.0,929,0,0,0,0,0.0,0.0
6,1,1.0435,0.8435,8.9125,713,0,0,0,0.5,5.5122,11.6,0.4752,right,0.0679,mppi,30.4196,60,0.0,929,0,0,0,0,0.0,0.0
7,1,1.4087,1.2087,5.65,452,0,0,0,0.5,5.5179,7.6,0.726,right,0.0906,human,0.0,609,0.793166,609,0,0,0,0,0.0,0.0
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0587,straight_line,2.0759,2,0.0,609,0,0,0,0,0.0,0.0
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0561,geometric_bypass_not_needed,2.0633,2,0.0,609,0,0,0,0,0.0,0.0
7,1,1.3,1.1,6.325,506,0,0,0,0.5,5.1409,7.6,0.6764,right,0.0551,astar_grid,3.1623,52,0.000619,609,0,0,0,0,0.0,0.0
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0544,rrt,2.0618,2,0.0,609,0,0,0,0,0.0,0.0
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0541,rrt_star,2.0578,2,0.0,609,0,0,0,0,0.0,0.0
7,1,1.4026,1.2026,6.35,508,0,0,0,0.5,5.1276,7.6,0.6747,right,0.0549,mppi,28.2958,60,0.0,609,0,0,0,0,0.0,0.0
8,1,1.7149,1.5149,7.2875,583,0,0,0,0.5,6.6481,10.7375,0.6191,left,0.0953,human,0.0,860,0.582347,860,0,0,0,0,0.0,0.0
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0759,straight_line,2.9112,2,0.0,860,0,0,0,0,0.0,0.0
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0662,geometric_bypass_not_needed,2.9352,2,0.0,860,0,0,0,0,0.0,0.0
8,1,1.6,1.4,8.7375,699,0,0,0,0.5,6.0639,10.7375,0.5647,left,0.0654,astar_grid,6.5515,60,0.003166,860,0,0,0,0,0.0,0.0
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0635,rrt,2.9126,2,0.0,860,0,0,0,0,0.0,0.0
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0651,rrt_star,2.8543,2,0.0,860,0,0,0,0,0.0,0.0
8,1,1.5365,1.3365,8.975,718,0,0,0,0.5,5.9626,10.7375,0.5553,left,0.0649,mppi,30.2021,60,0.0,860,0,0,0,0,0.0,0.0
9,1,0.6929,0.4929,6.65,532,0,0,1,0.5,6.2875,9.8375,0.6391,left,0.1039,human,0.0,788,0.362006,690,83,15,0,95,0.019,0.1206
9,1,0.4629,0.2629,7.5875,607,0,0,1,0.5,5.8514,9.8375,0.5948,left,0.0753,straight_line,2.7238,2,0.0,550,96,142,0,222,0.1802,0.2817
9,1,0.8924,0.6924,8.025,642,0,0,0,0.5,5.9636,9.8375,0.6062,left,0.0655,geometric_bypass,5.6438,3,0.000133,628,160,0,0,0,0.0,0.0
9,1,0.7,0.5,7.4,592,0,0,0,0.5,5.9627,9.8375,0.6061,left,0.0634,astar_grid,6.3445,59,0.004256,583,205,0,0,0,0.0,0.0
9,1,0.7483,0.5483,7.85,628,0,0,0,0.5,5.9241,9.8375,0.6022,left,0.0623,rrt,5.0492,3,8.9e-05,612,176,0,0,0,0.0,0.0
9,1,0.7175,0.5175,7.4875,599,0,0,0,0.5,5.8878,9.8375,0.5985,left,0.0614,rrt_star,2007.374,13,8.7e-05,577,211,0,0,0,0.0,0.0
9,1,0.8924,0.6924,8.025,642,0,0,0,0.5,5.9631,9.8375,0.6062,left,0.0617,mppi,29.6966,60,0.000153,628,160,0,0,0,0.0,0.0
11,1,0.9088,0.7088,10.0625,805,0,0,0,0.5,9.9755,14.725,0.6775,right,0.1105,human,0.0,1179,1.343831,1126,53,0,0,0,0.0,0.0
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0938,straight_line,3.9561,2,0.0,1179,0,0,0,0,0.0,0.0
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0806,geometric_bypass_not_needed,3.9626,2,0.0,1179,0,0,0,0,0.0,0.0
11,1,1.5862,1.3862,11.5625,925,0,0,0,0.5,7.0249,14.725,0.4771,right,0.0757,astar_grid,17.1116,63,0.003239,1179,0,0,0,0,0.0,0.0
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0758,rrt,3.9464,2,0.0,1179,0,0,0,0,0.0,0.0
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0759,rrt_star,3.8418,2,0.0,1179,0,0,0,0,0.0,0.0
11,1,1.3624,1.1624,10.4125,833,0,0,0,0.5,6.5,14.725,0.4414,right,0.0751,mppi,30.2771,60,0.0,1179,0,0,0,0,0.0,0.0
12,1,0.6034,0.4034,5.9875,479,0,0,1,0.5,6.0384,8.4375,0.7157,right,0.0882,human,0.0,676,0.788838,597,43,36,0,116,0.0533,0.1716
12,1,0.6731,0.4731,6.7375,539,0,0,1,0.5,5.7018,8.4375,0.6758,right,0.0673,straight_line,2.2849,2,0.0,501,130,45,0,125,0.0666,0.1849
12,1,0.9235,0.7235,7.025,562,0,0,0,0.5,5.743,8.4375,0.6807,right,0.0607,geometric_bypass,4.768,3,9e-05,561,115,0,0,0,0.0,0.0
12,1,0.7116,0.5116,6.3625,509,0,0,0,0.5,5.8632,8.4375,0.6949,right,0.0623,astar_grid,5.3116,58,0.003779,494,182,0,0,0,0.0,0.0
12,1,0.7306,0.5306,6.9375,555,0,0,0,0.5,6.2385,8.4375,0.7394,right,0.058,rrt,2.6389,3,0.006058,528,148,0,0,0,0.0,0.0
12,1,0.7044,0.5044,6.7625,541,0,0,0,0.5,5.7049,8.4375,0.6761,right,0.0574,rrt_star,1972.9283,7,5e-06,508,168,0,0,0,0.0,0.0
12,1,0.9235,0.7235,7.025,562,0,0,0,0.5,5.7425,8.4375,0.6806,right,0.0573,mppi,29.2761,60,5.9e-05,561,115,0,0,0,0.0,0.0
13,1,1.7206,1.5206,8.7375,699,0,0,0,0.5,7.3905,10.7125,0.6899,right,0.1134,human,0.0,858,0.391291,858,0,0,0,0,0.0,0.0
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0742,straight_line,2.9161,2,0.0,858,0,0,0,0,0.0,0.0
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0685,geometric_bypass_not_needed,2.9086,2,0.0,858,0,0,0,0,0.0,0.0
13,1,1.5995,1.3995,8.15,652,0,0,0,0.5,6.0407,10.7125,0.5639,right,0.0666,astar_grid,4.3106,61,0.000973,858,0,0,0,0,0.0,0.0
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.065,rrt,2.9063,2,0.0,858,0,0,0,0,0.0,0.0
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.0651,rrt_star,2.8767,2,0.0,858,0,0,0,0,0.0,0.0
13,1,1.6675,1.4675,8.125,650,0,0,0,0.5,5.9923,10.7125,0.5594,right,0.065,mppi,29.4214,60,0.0,858,0,0,0,0,0.0,0.0
14,1,1.1299,0.9299,7.5,600,0,0,0,0.5,4.7419,9.825,0.4826,left,0.1043,human,0.0,787,0.370793,787,0,0,0,0,0.0,0.0
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0697,straight_line,2.7073,2,0.0,787,0,0,0,0,0.0,0.0
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0646,geometric_bypass_not_needed,2.6968,2,0.0,787,0,0,0,0,0.0,0.0
14,1,1.2,1.0,5.7125,457,0,0,0,0.5,4.0233,9.825,0.4095,left,0.0661,astar_grid,5.0293,40,0.002199,787,0,0,0,0,0.0,0.0
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0632,rrt,2.659,2,0.0,787,0,0,0,0,0.0,0.0
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0617,rrt_star,2.6464,2,0.0,787,0,0,0,0,0.0,0.0
14,1,1.1945,0.9945,5.8375,467,0,0,0,0.5,3.9545,9.825,0.4025,left,0.0632,mppi,29.1609,60,0.0,787,0,0,0,0,0.0,0.0
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,1.3491,5.6,0.2409,straight/near-center,0.0805,human,0.0,449,0.498067,449,0,0,0,0,0.0,0.0
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.055,straight_line,1.5528,2,0.0,449,0,0,0,0,0.0,0.0
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.0521,geometric_bypass_not_needed,1.5572,2,0.0,449,0,0,0,0,0.0,0.0
15,1,1.5697,1.3697,5.6,448,0,0,0,0.5,0.7413,5.6,0.1324,straight/near-center,0.0586,astar_grid,1.9161,8,0.001852,449,0,0,0,0,0.0,0.0
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.0508,rrt,1.561,2,0.0,449,0,0,0,0,0.0,0.0
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.05,rrt_star,1.5643,2,0.0,449,0,0,0,0,0.0,0.0
15,1,1.5549,1.3549,5.6,448,0,0,0,0.5,0.7197,5.6,0.1285,straight/near-center,0.0506,mppi,28.0902,60,0.0,449,0,0,0,0,0.0,0.0
16,1,0.2827,0.0827,8.0125,641,0,0,1,0.5,6.1338,11.0875,0.5532,left,0.0977,human,0.0,888,0.915706,640,67,181,0,261,0.2038,0.2939
16,1,0.1873,-0.0127,4.875,390,0,1,1,0.5,5.233,11.0875,0.472,straight/near-center,0.0755,straight_line,3.0262,2,0.0,555,104,206,23,309,0.2579,0.348
16,1,0.9018,0.7018,4.325,346,0,0,0,0.5,5.4535,11.0875,0.4919,left,0.0686,geometric_bypass,6.2342,3,0.000231,666,222,0,0,0,0.0,0.0
16,1,0.7014,0.5014,4.5375,363,0,0,0,0.5,5.5539,11.0875,0.5009,left,0.0677,astar_grid,6.023,52,0.002932,583,305,0,0,0,0.0,0.0
16,1,0.7028,0.5028,5.1875,415,0,0,0,0.5,5.3618,11.0875,0.4836,left,0.0664,rrt,3.9525,3,0.000114,614,274,0,0,0,0.0,0.0
16,1,0.7098,0.5098,5.175,414,0,0,0,0.5,5.3501,11.0875,0.4825,left,0.0653,rrt_star,1935.5804,7,0.000112,606,282,0,0,0,0.0,0.0
16,1,0.9018,0.7018,4.325,346,0,0,0,0.5,5.451,11.0875,0.4916,left,0.0666,mppi,30.1044,60,0.000209,667,221,0,0,0,0.0,0.0
17,1,0.7807,0.5807,7.3625,589,0,0,0,0.5,4.917,9.4,0.5231,right,0.1074,human,0.0,753,1.264597,637,116,0,0,0,0.0,0.0
17,1,0.4904,0.2904,5.175,414,0,0,1,0.5,4.2281,9.4,0.4498,right,0.0739,straight_line,2.5652,2,0.0,443,132,178,0,258,0.2364,0.3426
17,1,0.9234,0.7234,5.6375,451,0,0,0,0.5,4.3278,9.4,0.4604,right,0.0659,geometric_bypass,5.2556,3,0.000239,553,200,0,0,0,0.0,0.0
17,1,0.7011,0.5011,5.4875,439,0,0,0,0.5,4.4057,9.4,0.4687,right,0.0631,astar_grid,4.5462,43,0.001968,429,324,0,0,0,0.0,0.0
17,1,0.8249,0.6249,5.6,448,0,0,0,0.5,4.4032,9.4,0.4684,right,0.0612,rrt,3.9621,3,0.000263,560,193,0,0,0,0.0,0.0
17,1,0.7197,0.5197,5.0625,405,0,0,0,0.5,4.2546,9.4,0.4526,right,0.0616,rrt_star,2194.7085,7,3.2e-05,481,272,0,0,0,0.0,0.0
17,1,0.9234,0.7234,5.6375,451,0,0,0,0.5,4.3263,9.4,0.4602,right,0.0631,mppi,33.3404,60,0.000126,553,200,0,0,0,0.0,0.0
18,1,0.6414,0.4414,5.5125,441,0,0,1,0.5,6.0292,9.0875,0.6635,right,0.0924,human,0.0,728,0.662051,599,100,29,0,111,0.0398,0.1525
18,1,0.7189,0.5189,4.6,368,0,0,0,0.5,4.6322,9.0875,0.5097,right,0.0677,straight_line,2.4953,2,0.0,510,218,0,0,0,0.0,0.0
18,1,0.7189,0.5189,4.6,368,0,0,0,0.5,4.6322,9.0875,0.5097,right,0.0615,geometric_bypass_not_needed,2.4362,2,0.0,510,218,0,0,0,0.0,0.0
18,1,0.7415,0.5415,4.6125,369,0,0,0,0.5,4.6,9.0875,0.5062,right,0.0598,astar_grid,3.4271,47,0.0,515,213,0,0,0,0.0,0.0
18,1,0.7189,0.5189,4.6,368,0,0,0,0.5,4.6322,9.0875,0.5097,right,0.0595,rrt,2.4218,2,0.0,510,218,0,0,0,0.0,0.0
18,1,0.7189,0.5189,4.6,368,0,0,0,0.5,4.6322,9.0875,0.5097,right,0.0586,rrt_star,2.4101,2,0.0,510,218,0,0,0,0.0,0.0
18,1,0.7189,0.5189,4.6,368,0,0,0,0.5,4.6322,9.0875,0.5097,right,0.0586,mppi,29.0477,60,0.0,510,218,0,0,0,0.0,0.0
19,1,1.2714,1.0714,6.525,522,0,0,0,0.5,5.678,10.15,0.5594,right,0.0935,human,0.0,813,1.375268,813,0,0,0,0,0.0,0.0
19,1,1.3406,1.1406,4.55,364,0,0,0,0.5,4.9214,10.15,0.4849,right,0.0688,straight_line,2.7649,2,0.0,813,0,0,0,0,0.0,0.0
19,1,1.3406,1.1406,4.55,364,0,0,0,0.5,4.9214,10.15,0.4849,right,0.064,geometric_bypass_not_needed,2.746,2,0.0,813,0,0,0,0,0.0,0.0
19,1,1.3625,1.1625,4.5375,363,0,0,0,0.5,4.9,10.15,0.4828,right,0.0639,astar_grid,3.8973,50,0.0,813,0,0,0,0,0.0,0.0
19,1,1.3406,1.1406,4.55,364,0,0,0,0.5,4.9214,10.15,0.4849,right,0.0624,rrt,2.7735,2,0.0,813,0,0,0,0,0.0,0.0
19,1,1.3406,1.1406,4.55,364,0,0,0,0.5,4.9214,10.15,0.4849,right,0.0622,rrt_star,2.7488,2,0.0,813,0,0,0,0,0.0,0.0
19,1,1.3406,1.1406,4.55,364,0,0,0,0.5,4.9214,10.15,0.4849,right,0.063,mppi,30.0771,60,0.0,813,0,0,0,0,0.0,0.0
20,1,2.0501,1.8501,6.6875,535,0,0,0,0.5,6.4936,10.0125,0.6485,left,0.0961,human,0.0,802,0.185391,802,0,0,0,0,0.0,0.0
20,1,2.0612,1.8612,5.675,454,0,0,0,0.5,6.442,10.0125,0.6434,left,0.0668,straight_line,2.7315,2,0.0,802,0,0,0,0,0.0,0.0
20,1,2.0612,1.8612,5.675,454,0,0,0,0.5,6.442,10.0125,0.6434,left,0.0682,geometric_bypass_not_needed,2.7547,2,0.0,802,0,0,0,0,0.0,0.0
20,1,2.0173,1.8173,5.75,460,0,0,0,0.5,6.4408,10.0125,0.6433,left,0.0632,astar_grid,4.0714,65,0.001135,802,0,0,0,0,0.0,0.0
20,1,2.0612,1.8612,5.675,454,0,0,0,0.5,6.442,10.0125,0.6434,left,0.0634,rrt,2.7025,2,0.0,802,0,0,0,0,0.0,0.0
20,1,2.0612,1.8612,5.675,454,0,0,0,0.5,6.442,10.0125,0.6434,left,0.0627,rrt_star,2.6831,2,0.0,802,0,0,0,0,0.0,0.0
20,1,2.0612,1.8612,5.675,454,0,0,0,0.5,6.442,10.0125,0.6434,left,0.0626,mppi,29.8966,60,0.0,802,0,0,0,0,0.0,0.0
21,1,0.6198,0.4198,6.7125,537,0,0,1,0.5,6.7907,10.45,0.6498,left,0.1158,human,0.0,837,0.011096,686,89,62,0,142,0.0741,0.1697
21,1,0.6248,0.4248,5.7875,463,0,0,1,0.5,6.7499,10.45,0.6459,left,0.074,straight_line,2.8368,2,0.0,644,115,78,0,157,0.0932,0.1876
21,1,0.9445,0.7445,5.9375,475,0,0,0,0.5,6.7815,10.45,0.6489,left,0.0674,geometric_bypass,5.8504,3,2.3e-05,734,103,0,0,0,0.0,0.0
21,1,0.7052,0.5052,5.5125,441,0,0,0,0.5,6.8225,10.45,0.6529,left,0.064,astar_grid,5.8935,68,0.002646,670,167,0,0,0,0.0,0.0
21,1,0.7227,0.5227,5.825,466,0,0,0,0.5,6.7618,10.45,0.6471,left,0.0643,rrt,3.6639,3,1.4e-05,666,171,0,0,0,0.0,0.0
21,1,0.7175,0.5175,5.825,466,0,0,0,0.5,6.7555,10.45,0.6465,left,0.0647,rrt_star,1926.2036,7,1.1e-05,665,172,0,0,0,0.0,0.0
21,1,0.9445,0.7445,5.9375,475,0,0,0,0.5,6.781,10.45,0.6489,left,0.0632,mppi,30.8224,60,1.2e-05,734,103,0,0,0,0.0,0.0
22,1,0.4961,0.2961,7.2125,577,0,0,1,0.5,7.0135,10.075,0.6961,left,0.0928,human,0.0,807,0.015054,651,77,79,0,159,0.0979,0.197
22,1,0.3856,0.1856,5.3375,427,0,0,1,0.5,6.8949,10.075,0.6844,left,0.0709,straight_line,2.7315,2,0.0,591,80,136,0,216,0.1685,0.2677
22,1,0.9359,0.7359,5.5625,445,0,0,0,0.5,6.9869,10.075,0.6935,left,0.0652,geometric_bypass,5.7183,3,7.3e-05,691,116,0,0,0,0.0,0.0
22,1,0.7403,0.5403,5.4375,435,0,0,0,0.5,7.1867,10.075,0.7133,left,0.0651,astar_grid,7.6172,70,0.003566,641,166,0,0,0,0.0,0.0
22,1,0.721,0.521,5.6375,451,0,0,0,0.5,7.2317,10.075,0.7178,left,0.0636,rrt,4.2768,3,0.000576,653,154,0,0,0,0.0,0.0
22,1,0.7314,0.5314,5.175,414,0,0,0,0.5,6.9395,10.075,0.6888,left,0.0642,rrt_star,2024.6251,11,7.8e-05,632,175,0,0,0,0.0,0.0
22,1,0.9359,0.7359,5.5625,445,0,0,0,0.5,6.9858,10.075,0.6934,left,0.0626,mppi,29.5963,60,4.5e-05,691,116,0,0,0,0.0,0.0
23,1,0.5081,0.3081,8.8875,711,0,0,1,0.5,7.4271,13.0875,0.5675,right,0.1126,human,0.0,1048,0.048132,780,115,153,0,233,0.146,0.2223
23,1,0.2205,0.0205,6.65,532,0,0,1,0.5,7.2813,13.0875,0.5564,straight/near-center,0.0868,straight_line,3.5933,2,0.0,767,90,191,0,271,0.1823,0.2586
