sequence,obstacles,min_center_distance_m,min_boundary_clearance_m,closest_time_s,closest_index,closest_obstacle_index,collision,safety_violation,safety_distance_m,path_length_m,duration_s,mean_speed_mps,avoidance_label,computation_time_ms,method,planner_compute_time_ms,waypoint_count,smoothness_heading_change,safe_count,warning_count,danger_count,collision_count,future_risk_count,danger_or_collision_rate,future_risk_rate,budget_label
41,1,0.7506,0.5506,6.8625,549,0,0,0,0.5,7.0043,10.525,0.6655,right,0.0397,rrt_star,24.3953,11,0.000358,663,180,0,0,0,0.0,0.0,iter=300
41,1,0.7149,0.5149,7.2625,581,0,0,0,0.5,7.0227,10.525,0.6672,right,0.0387,rrt_star,81.4487,8,0.000179,675,168,0,0,0,0.0,0.0,iter=600
41,1,0.7213,0.5213,7.25,580,0,0,0,0.5,6.9988,10.525,0.665,right,0.0372,rrt_star,166.1681,9,0.000162,676,167,0,0,0,0.0,0.0,iter=900
41,1,0.9113,0.7113,7.375,590,0,0,0,0.5,7.0211,10.525,0.6671,right,0.0322,mppi,2.8434,50,9.1e-05,704,139,0,0,0,0.0,0.0,"rollouts=96,iter=3"
41,1,0.9113,0.7113,7.375,590,0,0,0,0.5,7.0211,10.525,0.6671,right,0.034,mppi,4.343,50,9.1e-05,704,139,0,0,0,0.0,0.0,"rollouts=192,iter=5"
41,1,0.9113,0.7113,7.375,590,0,0,0,0.5,7.0211,10.525,0.6671,right,0.0326,mppi,8.5745,50,9.1e-05,704,139,0,0,0,0.0,0.0,"rollouts=384,iter=8"
42,1,0.8331,0.6331,7.8375,627,0,0,0,0.5,6.7089,11.6125,0.5777,right,0.0355,rrt,1.9832,3,1.1e-05,774,156,0,0,0,0.0,0.0,iter=300
42,1,0.7162,0.5162,8.075,646,0,0,0,0.5,7.3116,11.6125,0.6296,right,0.0337,rrt,1.6639,3,0.003587,752,178,0,0,0,0.0,0.0,iter=600
42,1,0.7348,0.5348,7.775,622,0,0,0,0.5,6.7252,11.6125,0.5791,right,0.0329,rrt,1.7392,3,4.7e-05,742,188,0,0,0,0.0,0.0,iter=900
42,1,0.7025,0.5025,7.75,620,0,0,0,0.5,6.7099,11.6125,0.5778,right,0.0348,rrt_star,26.8001,4,8.7e-05,733,197,0,0,0,0.0,0.0,iter=300
42,1,0.7013,0.5013,7.75,620,0,0,0,0.5,6.7044,11.6125,0.5773,right,0.039,rrt_star,79.0858,5,3.9e-05,733,197,0,0,0,0.0,0.0,iter=600
42,1,0.702,0.502,7.75,620,0,0,0,0.5,6.7012,11.6125,0.5771,right,0.0378,rrt_star,171.6267,5,8e-06,733,197,0,0,0,0.0,0.0,iter=900
42,1,0.9414,0.7414,7.9125,633,0,0,0,0.5,6.7232,11.6125,0.579,right,0.034,mppi,2.962,50,1.3e-05,813,117,0,0,0,0.0,0.0,"rollouts=96,iter=3"
42,1,0.9414,0.7414,7.9125,633,0,0,0,0.5,6.7232,11.6125,0.579,right,0.0331,mppi,4.444,50,1.3e-05,813,117,0,0,0,0.0,0.0,"rollouts=192,iter=5"
42,1,0.9414,0.7414,7.9125,633,0,0,0,0.5,6.7232,11.6125,0.579,right,0.0336,mppi,8.7009,50,1.3e-05,813,117,0,0,0,0.0,0.0,"rollouts=384,iter=8"
43,1,1.5322,1.3322,6.25,500,0,0,0,0.5,6.1691,8.875,0.6951,right,0.0337,rrt,1.1965,2,0.0,711,0,0,0,0,0.0,0.0,iter=300
43,1,1.5322,1.3322,6.25,500,0,0,0,0.5,6.1691,8.875,0.6951,right,0.03,rrt,1.2042,2,0.0,711,0,0,0,0,0.0,0.0,iter=600
43,1,1.5322,1.3322,6.25,500,0,0,0,0.5,6.1691,8.875,0.6951,right,0.0297,rrt,1.1898,2,0.0,711,0,0,0,0,0.0,0.0,iter=900
43,1,1.5322,1.3322,6.25,500,0,0,0,0.5,6.1691,8.875,0.6951,right,0.0287,rrt_star,1.2055,2,0.0,711,0,0,0,0,0.0,0.0,iter=300
43,1,1.5322,1.3322,6.25,500,0,0,0,0.5,6.1691,8.875,0.6951,right,0.0283,rrt_star,1.2335,2,0.0,711,0,0,0,0,0.0,0.0,iter=600
43,1,1.5322,1.3322,6.25,500,0,0,0,0.5,6.1691,8.875,0.6951,right,0.028,rrt_star,1.1953,2,0.0,711,0,0,0,0,0.0,0.0,iter=900
43,1,1.5322,1.3322,6.25,500,0,0,0,0.5,6.1691,8.875,0.6951,right,0.0303,mppi,2.5065,50,0.0,711,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
43,1,1.5322,1.3322,6.25,500,0,0,0,0.5,6.1691,8.875,0.6951,right,0.0292,mppi,3.87,50,0.0,711,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
43,1,1.5322,1.3322,6.25,500,0,0,0,0.5,6.1691,8.875,0.6951,right,0.0398,mppi,8.2374,50,0.0,711,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
44,1,1.8567,1.6567,4.2375,339,0,0,0,0.5,5.4689,6.5,0.8414,left,0.0278,rrt,0.8905,2,0.0,521,0,0,0,0,0.0,0.0,iter=300
44,1,1.8567,1.6567,4.2375,339,0,0,0,0.5,5.4689,6.5,0.8414,left,0.0255,rrt,0.872,2,0.0,521,0,0,0,0,0.0,0.0,iter=600
44,1,1.8567,1.6567,4.2375,339,0,0,0,0.5,5.4689,6.5,0.8414,left,0.0246,rrt,0.8616,2,0.0,521,0,0,0,0,0.0,0.0,iter=900
44,1,1.8567,1.6567,4.2375,339,0,0,0,0.5,5.4689,6.5,0.8414,left,0.025,rrt_star,0.875,2,0.0,521,0,0,0,0,0.0,0.0,iter=300
44,1,1.8567,1.6567,4.2375,339,0,0,0,0.5,5.4689,6.5,0.8414,left,0.024,rrt_star,0.8826,2,0.0,521,0,0,0,0,0.0,0.0,iter=600
44,1,1.8567,1.6567,4.2375,339,0,0,0,0.5,5.4689,6.5,0.8414,left,0.024,rrt_star,0.8669,2,0.0,521,0,0,0,0,0.0,0.0,iter=900
44,1,1.8567,1.6567,4.2375,339,0,0,0,0.5,5.4689,6.5,0.8414,left,0.0248,mppi,2.048,50,0.0,521,0,0,0,0,0.0,0.0,"rollouts=96,iter=3"
44,1,1.8567,1.6567,4.2375,339,0,0,0,0.5,5.4689,6.5,0.8414,left,0.0283,mppi,3.605,50,0.0,521,0,0,0,0,0.0,0.0,"rollouts=192,iter=5"
44,1,1.8567,1.6567,4.2375,339,0,0,0,0.5,5.4689,6.5,0.8414,left,0.0378,mppi,7.7899,50,0.0,521,0,0,0,0,0.0,0.0,"rollouts=384,iter=8"
45,1,0.8344,0.6344,4.375,350,0,0,0,0.5,7.0615,9.1875,0.7686,left,0.0304,rrt,1.5663,3,0.000449,621,115,0,0,0,0.0,0.0,iter=300
45,1,0.7681,0.5681,4.45,356,0,0,0,0.5,7.2108,9.1875,0.7848,left,0.0325,rrt,1.451,3,0.001862,606,130,0,0,0,0.0,0.0,iter=600
45,1,0.7099,0.5099,4.25,340,0,0,0,0.5,6.9352,9.1875,0.7549,left,0.0295,rrt,1.448,3,3e-05,587,149,0,0,0,0.0,0.0,iter=900
45,1,0.7041,0.5041,4.2625,341,0,0,0,0.5,6.9474,9.1875,0.7562,left,0.0312,rrt_star,26.3878,4,4e-05,586,150,0,0,0,0.0,0.0,iter=300
45,1,0.7325,0.5325,4.275,342,0,0,0,0.5,6.9503,9.1875,0.7565,left,0.0374,rrt_star,85.2081,7,0.000168,574,162,0,0,0,0.0,0.0,iter=600
45,1,0.7299,0.5299,4.2625,341,0,0,0,0.5,6.9367,9.1875,0.755,left,0.0382,rrt_star,155.474,6,4.2e-05,591,145,0,0,0,0.0,0.0,iter=900
45,1,0.9417,0.7417,4.2125,337,0,0,0,0.5,6.9662,9.1875,0.7582,left,0.0306,mppi,2.7719,50,3.5e-05,642,94,0,0,0,0.0,0.0,"rollouts=96,iter=3"
45,1,0.9417,0.7417,4.2125,337,0,0,0,0.5,6.9662,9.1875,0.7582,left,0.0325,mppi,4.368,50,3.5e-05,642,94,0,0,0,0.0,0.0,"rollouts=192,iter=5"
45,1,0.9417,0.7417,4.2125,337,0,0,0,0.5,6.9662,9.1875,0.7582,left,0.0335,mppi,8.3784,50,3.5e-05,642,94,0,0,0,0.0,0.0,"rollouts=384,iter=8"
