sequence,case_id,planner,time_s,speed_mps,speed_bin,metric_frame,uav_profile,uav_profile_label,recorded_clearance_at_t_m,sensor_hz,sensor_period_ms,sensor_pipeline_ms,raw_costmap_update_ms,costmap_update_ms,raw_planner_compute_ms,planner_compute_ms,control_publish_ms,costmap_scale,planner_scale,total_delay_ms,delay_distance_m,goal_lookahead_s,min_clearance_m,collision,safety_violation,status,planner_failed,failure_reason,occupied_costmap_cells,costmap_width,costmap_height,costmap_layers
11,2,mppi,9.0125,0.6163,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.0098,10.0,100.0,20.0,0.244,3.366,12.121,29.241,15.0,1.5,2.0,167.607,0.1075,1.5,0.6691,0,0,safe,0,,4680,35,39,45
11,3,mppi,9.375,0.791,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9235,10.0,100.0,20.0,0.309,3.463,11.321,27.642,15.0,1.5,2.0,166.105,0.1433,1.5,0.7531,0,0,safe,0,,4620,36,43,45
11,4,mppi,9.725,1.1275,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7948,10.0,100.0,20.0,0.295,3.442,11.25,27.501,15.0,1.5,2.0,165.943,0.1926,1.5,0.7381,0,0,safe,0,,4620,38,43,45
11,5,mppi,10.0875,1.0212,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7088,10.0,100.0,20.0,0.302,3.453,11.207,27.414,15.0,1.5,2.0,165.867,0.1636,1.5,0.7088,0,0,safe,0,,4530,39,40,45
11,6,mppi,10.5625,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8107,10.0,100.0,20.0,0.312,3.468,12.215,29.431,15.0,1.5,2.0,167.899,0.0,1.5,0.8107,0,0,safe,0,,4620,40,41,45
11,7,mppi,10.9125,2.5903,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8107,10.0,100.0,20.0,0.638,3.957,12.065,29.13,15.0,1.5,2.0,168.086,0.6827,1.5,0.8107,0,0,safe,0,,4530,41,41,45
12,0,rrt,3.2,0.6356,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,4.2283,10.0,100.0,20.0,0.498,3.746,0.292,5.583,15.0,1.5,2.0,144.329,0.1017,1.5,2.0001,0,0,safe,0,,4500,30,70,45
12,1,rrt,3.5625,1.0228,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.9293,10.0,100.0,20.0,0.419,3.629,0.29,5.579,15.0,1.5,2.0,144.208,0.1579,1.5,2.0001,0,0,safe,0,,4500,30,67,45
12,2,rrt,3.9125,1.3689,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5132,10.0,100.0,20.0,0.418,3.627,0.285,5.569,15.0,1.5,2.0,144.196,0.2062,1.5,2.0001,0,0,safe,0,,4500,30,62,45
12,3,rrt,4.2625,1.6422,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.9838,10.0,100.0,20.0,0.406,3.609,48.228,101.456,15.0,1.5,2.0,240.065,0.4191,1.5,0.4185,1,1,collision,1,RRT failed to find a path,4500,32,57,45
12,4,rrt,4.625,0.4673,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4538,10.0,100.0,20.0,0.545,3.818,1.117,7.234,15.0,1.5,2.0,146.052,0.0,1.5,0.508,0,0,safe,0,,4650,32,57,45
12,5,rrt,5.0,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0001,10.0,100.0,20.0,0.599,3.898,1.092,7.184,15.0,1.5,2.0,146.082,0.0,1.5,0.5162,0,0,safe,0,,4680,32,55,45
12,6,rrt,5.6125,6.798,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.674,10.0,100.0,20.0,0.383,3.575,0.461,5.923,15.0,1.5,2.0,144.498,0.2028,1.5,0.5221,0,0,safe,0,,4620,33,42,45
12,7,rrt,5.9875,1.4743,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.4034,10.0,100.0,20.0,0.42,3.631,25.814,56.628,15.0,1.5,2.0,195.259,0.2231,1.5,0.4034,1,1,collision,1,RRT failed to find a path,4650,33,36,45
12,0,rrt_star,3.2,0.6356,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,4.2283,10.0,100.0,20.0,4.475,9.713,1.411,7.823,15.0,1.5,2.0,152.535,0.1072,1.5,2.0001,0,0,safe,0,,4500,30,70,45
12,1,rrt_star,3.5625,1.0228,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.9293,10.0,100.0,20.0,1.912,5.868,0.586,6.173,15.0,1.5,2.0,147.041,0.1611,1.5,2.0001,0,0,safe,0,,4500,30,67,45
12,2,rrt_star,3.9125,1.3689,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5132,10.0,100.0,20.0,0.873,4.309,0.33,5.659,15.0,1.5,2.0,144.968,0.2074,1.5,2.0001,0,0,safe,0,,4500,30,62,45
12,3,rrt_star,4.2625,1.6422,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.9838,10.0,100.0,20.0,0.54,3.81,98.706,202.411,15.0,1.5,2.0,341.221,0.536,1.5,0.4161,1,1,collision,1,RRT* failed to find a path,4590,32,57,45
12,4,rrt_star,4.625,0.4673,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4538,10.0,100.0,20.0,0.469,3.704,120.632,246.264,15.0,1.5,2.0,384.968,0.4623,1.5,0.5201,0,0,safe,0,,4620,32,58,45
12,5,rrt_star,5.0,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0001,10.0,100.0,20.0,0.439,3.658,113.173,231.345,15.0,1.5,2.0,370.003,0.0,1.5,0.5115,0,0,safe,0,,4620,32,56,45
12,6,rrt_star,5.6125,6.798,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.674,10.0,100.0,20.0,0.403,3.604,12.147,29.294,15.0,1.5,2.0,167.898,0.2028,1.5,0.4193,1,1,collision,1,RRT* failed to find a path,4620,33,42,45
12,7,rrt_star,5.9875,1.4743,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.4034,10.0,100.0,20.0,0.296,3.444,13.655,32.31,15.0,1.5,2.0,170.755,0.2191,1.5,0.4034,1,1,collision,1,RRT* failed to find a path,4680,33,36,45
12,0,mppi,3.2,0.6356,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,4.2283,10.0,100.0,20.0,0.812,4.218,18.821,42.642,15.0,1.5,2.0,181.86,0.1323,1.5,2.0001,0,0,safe,0,,4500,30,70,45
12,1,mppi,3.5625,1.0228,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.9293,10.0,100.0,20.0,0.799,4.199,21.799,48.598,15.0,1.5,2.0,187.797,0.21,1.5,2.0001,0,0,safe,0,,4500,30,67,45
12,2,mppi,3.9125,1.3689,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5132,10.0,100.0,20.0,0.511,3.767,11.768,28.536,15.0,1.5,2.0,167.303,0.2411,1.5,2.0001,0,0,safe,0,,4500,30,62,45
12,3,mppi,4.2625,1.6422,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.9838,10.0,100.0,20.0,0.383,3.574,12.847,30.695,15.0,1.5,2.0,169.269,0.2584,1.5,0.4362,0,1,violation,0,,4380,31,57,45
12,4,mppi,4.625,0.4673,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4538,10.0,100.0,20.0,1.905,5.857,13.354,31.708,15.0,1.5,2.0,172.566,0.3723,1.5,0.5195,0,0,safe,0,,4650,32,55,45
12,5,mppi,5.0,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0001,10.0,100.0,20.0,0.453,3.68,11.988,28.975,15.0,1.5,2.0,167.656,0.0,1.5,0.677,0,0,safe,0,,4680,32,55,45
12,6,mppi,5.6125,6.798,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.674,10.0,100.0,20.0,0.264,3.397,12.346,29.693,15.0,1.5,2.0,168.09,0.2028,1.5,0.5473,0,0,safe,0,,4620,33,42,45
12,7,mppi,5.9875,1.4743,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.4034,10.0,100.0,20.0,0.276,3.414,12.304,29.608,15.0,1.5,2.0,168.021,0.2166,1.5,0.4034,0,1,violation,0,,4680,33,36,45
13,0,rrt,1.5625,0.3371,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,4.5225,10.0,100.0,20.0,0.655,3.982,0.291,5.583,15.0,1.5,2.0,144.565,0.0458,1.5,4.5225,0,0,safe,0,,4500,42,72,45
13,1,rrt,6.2125,1.2083,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,4.2099,10.0,100.0,20.0,0.521,3.781,0.289,5.578,15.0,1.5,2.0,144.36,0.1824,1.5,3.5641,0,0,safe,0,,4500,40,67,45
13,2,rrt,6.5625,1.4604,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.7369,10.0,100.0,20.0,0.488,3.732,0.014,5.029,15.0,1.5,2.0,143.76,0.18,1.5,3.5641,0,0,safe,0,,4620,39,63,45
13,3,rrt,6.9125,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.487,3.73,0.013,5.026,15.0,1.5,2.0,143.756,0.0,1.5,3.5641,0,0,safe,0,,4560,39,61,45
13,4,rrt,7.375,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.564,3.846,0.285,5.569,15.0,1.5,2.0,144.415,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,5,rrt,7.85,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.564,3.846,0.283,5.567,15.0,1.5,2.0,144.413,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,6,rrt,8.2,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.601,3.902,0.302,5.604,15.0,1.5,2.0,144.506,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,7,rrt,8.5625,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.552,3.827,0.282,5.565,15.0,1.5,2.0,144.392,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,0,rrt_star,1.5625,0.3371,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,4.5225,10.0,100.0,20.0,0.546,3.819,0.282,5.563,15.0,1.5,2.0,144.382,0.0457,1.5,4.5225,0,0,safe,0,,4500,42,72,45
13,1,rrt_star,6.2125,1.2083,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,4.2099,10.0,100.0,20.0,0.532,3.797,0.285,5.569,15.0,1.5,2.0,144.366,0.1824,1.5,3.5641,0,0,safe,0,,4500,40,67,45
13,2,rrt_star,6.5625,1.4604,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.7369,10.0,100.0,20.0,0.531,3.796,0.023,5.046,15.0,1.5,2.0,143.842,0.18,1.5,3.5641,0,0,safe,0,,4620,39,63,45
13,3,rrt_star,6.9125,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.496,3.745,0.015,5.03,15.0,1.5,2.0,143.775,0.0,1.5,3.5641,0,0,safe,0,,4560,39,61,45
13,4,rrt_star,7.375,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.627,3.94,0.287,5.574,15.0,1.5,2.0,144.514,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,5,rrt_star,7.85,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.523,3.785,0.283,5.565,15.0,1.5,2.0,144.35,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,6,rrt_star,8.2,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.534,3.8,0.284,5.567,15.0,1.5,2.0,144.368,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,7,rrt_star,8.5625,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.591,3.886,0.296,5.591,15.0,1.5,2.0,144.477,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,0,mppi,1.5625,0.3371,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,4.5225,10.0,100.0,20.0,0.784,4.176,12.023,29.045,15.0,1.5,2.0,168.221,0.0589,1.5,4.5225,0,0,safe,0,,4500,42,72,45
13,1,mppi,6.2125,1.2083,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,4.2099,10.0,100.0,20.0,0.611,3.917,11.373,27.745,15.0,1.5,2.0,166.662,0.2141,1.5,3.5641,0,0,safe,0,,4500,40,67,45
13,2,mppi,6.5625,1.4604,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.7369,10.0,100.0,20.0,0.49,3.734,10.883,26.766,15.0,1.5,2.0,165.501,0.18,1.5,3.5641,0,0,safe,0,,4620,39,63,45
13,3,mppi,6.9125,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.442,3.663,10.801,26.601,15.0,1.5,2.0,165.264,0.0,1.5,3.5641,0,0,safe,0,,4560,39,61,45
13,4,mppi,7.375,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.519,3.778,11.326,27.653,15.0,1.5,2.0,166.431,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,5,mppi,7.85,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.705,4.057,11.401,27.803,15.0,1.5,2.0,166.86,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,6,mppi,8.2,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,0.655,3.983,11.328,27.656,15.0,1.5,2.0,166.639,0.0,1.5,1.3181,0,0,safe,0,,4620,41,69,45
13,7,mppi,8.5625,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.5641,10.0,100.0,20.0,1.153,4.729,15.6,36.201,15.0,1.5,2.0,175.93,4.2785,1.5,1.5206,0,0,safe,0,,4620,41,69,45
14,0,rrt,0.025,0.2039,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4359,10.0,100.0,20.0,0.594,3.891,0.397,5.793,15.0,1.5,2.0,144.684,0.0269,1.5,2.4359,0,0,safe,0,,4620,48,40,45
14,1,rrt,0.3875,0.0437,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4424,10.0,100.0,20.0,0.738,4.107,0.326,5.652,15.0,1.5,2.0,144.759,0.0048,1.5,2.4424,0,0,safe,0,,4620,48,40,45
14,2,rrt,0.75,0.1312,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4469,10.0,100.0,20.0,0.452,3.679,0.306,5.612,15.0,1.5,2.0,144.29,0.0218,1.5,2.4469,0,0,safe,0,,4620,48,40,45
14,3,rrt,6.05,0.9284,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.2195,10.0,100.0,20.0,0.607,3.91,0.308,5.615,15.0,1.5,2.0,144.525,0.144,1.5,0.9499,0,0,safe,0,,4620,50,38,45
14,4,rrt,6.4125,1.2598,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8741,10.0,100.0,20.0,0.507,3.761,0.312,5.625,15.0,1.5,2.0,144.386,0.1904,1.5,0.9802,0,0,safe,0,,4560,52,38,45
14,5,rrt,6.775,1.5483,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.469,10.0,100.0,20.0,0.459,3.689,0.315,5.63,15.0,1.5,2.0,144.319,0.2296,1.5,0.9666,0,0,safe,0,,4560,52,37,45
14,6,rrt,7.1375,1.6273,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.0953,10.0,100.0,20.0,0.426,3.64,0.387,5.774,15.0,1.5,2.0,144.414,0.2513,1.5,0.9371,0,0,safe,0,,4440,48,37,45
14,7,rrt,7.5,1.7491,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9299,10.0,100.0,20.0,0.376,3.564,0.286,5.572,15.0,1.5,2.0,144.136,0.2352,1.5,0.9299,0,0,safe,0,,4410,42,37,45
14,0,rrt_star,0.025,0.2039,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4359,10.0,100.0,20.0,0.496,3.744,0.312,5.623,15.0,1.5,2.0,144.367,0.0269,1.5,2.4359,0,0,safe,0,,4620,48,40,45
14,1,rrt_star,0.3875,0.0437,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4424,10.0,100.0,20.0,0.445,3.667,0.298,5.596,15.0,1.5,2.0,144.263,0.0048,1.5,2.4424,0,0,safe,0,,4620,48,40,45
14,2,rrt_star,0.75,0.1312,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4469,10.0,100.0,20.0,0.577,3.865,0.314,5.628,15.0,1.5,2.0,144.493,0.0218,1.5,2.4469,0,0,safe,0,,4620,48,40,45
14,3,rrt_star,6.05,0.9284,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.2195,10.0,100.0,20.0,0.372,3.558,0.306,5.611,15.0,1.5,2.0,144.17,0.1436,1.5,0.9497,0,0,safe,0,,4620,50,38,45
14,4,rrt_star,6.4125,1.2598,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8741,10.0,100.0,20.0,0.464,3.695,0.295,5.59,15.0,1.5,2.0,144.286,0.1903,1.5,0.9802,0,0,safe,0,,4560,52,38,45
14,5,rrt_star,6.775,1.5483,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.469,10.0,100.0,20.0,0.448,3.671,0.297,5.594,15.0,1.5,2.0,144.265,0.2295,1.5,0.9666,0,0,safe,0,,4560,52,37,45
14,6,rrt_star,7.1375,1.6273,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.0953,10.0,100.0,20.0,0.452,3.678,0.297,5.595,15.0,1.5,2.0,144.273,0.2511,1.5,0.9371,0,0,safe,0,,4440,48,37,45
14,7,rrt_star,7.5,1.7491,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9299,10.0,100.0,20.0,0.457,3.685,0.315,5.629,15.0,1.5,2.0,144.314,0.2352,1.5,0.9299,0,0,safe,0,,4410,42,37,45
14,0,mppi,0.025,0.2039,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4359,10.0,100.0,20.0,0.427,3.64,13.908,32.816,15.0,1.5,2.0,171.456,0.0325,1.5,2.4359,0,0,safe,0,,4620,48,40,45
14,1,mppi,0.3875,0.0437,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4424,10.0,100.0,20.0,0.395,3.592,23.525,52.05,15.0,1.5,2.0,190.643,0.0074,1.5,2.4424,0,0,safe,0,,4620,48,40,45
14,2,mppi,0.75,0.1312,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4469,10.0,100.0,20.0,0.41,3.615,13.147,31.293,15.0,1.5,2.0,169.908,0.0257,1.5,2.4469,0,0,safe,0,,4620,48,40,45
14,3,mppi,6.05,0.9284,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.2195,10.0,100.0,20.0,0.591,3.886,12.192,29.384,15.0,1.5,2.0,168.27,0.1698,1.5,0.9546,0,0,safe,0,,4620,50,38,45
14,4,mppi,6.4125,1.2598,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8741,10.0,100.0,20.0,0.386,3.579,11.492,27.984,15.0,1.5,2.0,166.563,0.2208,1.5,0.9794,0,0,safe,0,,4560,52,38,45
14,5,mppi,6.775,1.5483,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.469,10.0,100.0,20.0,0.411,3.617,11.805,28.61,15.0,1.5,2.0,167.227,0.2671,1.5,0.9648,0,0,safe,0,,4560,52,37,45
14,6,mppi,7.1375,1.6273,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.0953,10.0,100.0,20.0,0.428,3.642,11.78,28.561,15.0,1.5,2.0,167.203,0.2925,1.5,0.9361,0,0,safe,0,,4440,48,37,45
14,7,mppi,7.5,1.7491,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9299,10.0,100.0,20.0,0.371,3.556,12.287,29.573,15.0,1.5,2.0,168.13,0.2824,1.5,0.9299,0,0,safe,0,,4410,43,37,45
15,0,rrt,0.3125,0.0304,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0389,10.0,100.0,20.0,0.323,3.484,0.289,5.579,15.0,1.5,2.0,144.063,0.0031,1.5,2.0049,0,0,safe,0,,4500,48,30,45
15,1,rrt,0.6875,0.2372,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0307,10.0,100.0,20.0,0.273,3.409,0.3,5.601,15.0,1.5,2.0,144.01,0.0484,1.5,2.0184,0,0,safe,0,,4380,48,29,45
15,2,rrt,1.05,0.4743,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0022,10.0,100.0,20.0,0.371,3.556,0.331,5.662,15.0,1.5,2.0,144.218,0.0559,1.5,1.9959,0,0,safe,0,,4560,48,30,45
15,3,rrt,1.425,0.1853,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9925,10.0,100.0,20.0,0.28,3.42,0.305,5.61,15.0,1.5,2.0,144.031,0.0301,1.5,1.9925,0,0,safe,0,,4500,48,30,45
15,4,rrt,1.775,0.2241,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9985,10.0,100.0,20.0,0.267,3.401,0.285,5.569,15.0,1.5,2.0,143.97,0.0329,1.5,1.9985,0,0,safe,0,,4560,49,30,45
15,5,rrt,2.1375,0.3197,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0153,10.0,100.0,20.0,0.307,3.46,0.293,5.586,15.0,1.5,2.0,144.046,0.0469,1.5,2.0153,0,0,safe,0,,4620,49,30,45
15,6,rrt,2.5,0.2761,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0454,10.0,100.0,20.0,0.255,3.383,0.285,5.57,15.0,1.5,2.0,143.953,0.0387,1.5,2.0454,0,0,safe,0,,4380,48,29,45
15,7,rrt,2.85,0.2352,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0848,10.0,100.0,20.0,0.25,3.374,0.288,5.575,15.0,1.5,2.0,143.95,0.0324,1.5,1.9965,0,0,safe,0,,4500,48,29,45
15,0,rrt_star,0.3125,0.0304,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0389,10.0,100.0,20.0,0.262,3.393,0.285,5.571,15.0,1.5,2.0,143.964,0.0031,1.5,2.0049,0,0,safe,0,,4500,48,30,45
15,1,rrt_star,0.6875,0.2372,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0307,10.0,100.0,20.0,0.256,3.384,0.303,5.606,15.0,1.5,2.0,143.99,0.0483,1.5,2.0184,0,0,safe,0,,4380,48,29,45
15,2,rrt_star,1.05,0.4743,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0022,10.0,100.0,20.0,0.26,3.389,0.285,5.57,15.0,1.5,2.0,143.96,0.0559,1.5,1.9959,0,0,safe,0,,4560,48,30,45
