sequence,obstacles,min_center_distance_m,min_boundary_clearance_m,closest_time_s,closest_index,closest_obstacle_index,collision,safety_violation,safety_distance_m,path_length_m,duration_s,mean_speed_mps,avoidance_label,computation_time_ms,method,planner_compute_time_ms,waypoint_count,smoothness_heading_change,safe_count,warning_count,danger_count,collision_count,future_risk_count,danger_or_collision_rate,future_risk_rate
210,2,0.4371,0.2371,6.9014,490,1,0,1,0.5,7.9617,11.9859,0.6643,right,0.1296,straight_line,3.012,2,0.0,529,207,116,0,186,0.1362,0.2183
210,2,0.8789,0.6789,7.3099,519,1,0,0,0.5,8.44,11.9859,0.7042,left,0.1157,geometric_bypass,6.1416,3,0.000276,698,154,0,0,0,0.0,0.0
210,2,0.7022,0.5022,3.7887,269,0,0,0,0.5,8.3608,11.9859,0.6976,left,0.1144,astar_grid,12.675,64,0.010335,536,316,0,0,0,0.0,0.0
210,2,0.808,0.608,7.1549,508,1,0,0,0.5,8.2165,11.9859,0.6855,right,0.1132,rrt,5.0038,4,0.00132,548,304,0,0,0,0.0,0.0
210,2,0.7638,0.5638,4.4366,315,0,0,0,0.5,8.0346,11.9859,0.6703,left,0.1131,rrt_star,1635.0611,12,0.000133,554,298,0,0,0,0.0,0.0
210,2,0.879,0.679,7.2958,518,1,0,0,0.5,8.4322,11.9859,0.7035,left,0.1131,mppi,52.9167,60,0.000183,699,153,0,0,0,0.0,0.0
211,2,0.0179,-0.1821,5.4507,387,0,1,1,0.5,8.1096,12.1549,0.6672,straight/near-center,0.1688,human,0.0,864,0.262175,700,49,83,32,186,0.1331,0.2153
211,2,0.0236,-0.1764,4.9155,349,0,1,1,0.5,7.7487,12.1549,0.6375,straight/near-center,0.1457,straight_line,3.01,2,0.0,642,66,112,44,226,0.1806,0.2616
211,2,0.9072,0.7072,4.5493,323,0,0,0,0.5,7.9977,12.1549,0.658,right,0.1133,geometric_bypass,6.2707,3,0.000171,727,137,0,0,0,0.0,0.0
211,2,0.7102,0.5102,4.8732,346,0,0,0,0.5,8.3517,12.1549,0.6871,left,0.1096,astar_grid,19.5091,66,0.01272,521,343,0,0,0,0.0,0.0
211,2,0.8186,0.6186,5.2113,370,0,0,0,0.5,7.9499,12.1549,0.654,left,0.1144,rrt,4.2271,3,0.000196,616,248,0,0,0,0.0,0.0
211,2,0.7049,0.5049,4.7042,334,0,0,0,0.5,7.9044,12.1549,0.6503,left,0.1115,rrt_star,1604.4437,9,0.000126,591,273,0,0,0,0.0,0.0
211,2,0.9072,0.7072,4.5493,323,0,0,0,0.5,7.9953,12.1549,0.6578,right,0.1071,mppi,53.8668,60,0.000154,727,137,0,0,0,0.0,0.0
212,2,0.0997,-0.1003,6.9859,496,0,1,1,0.5,7.4736,11.0563,0.676,straight/near-center,0.182,human,0.0,786,0.077647,612,52,92,30,193,0.1552,0.2455
212,2,0.1704,-0.0296,4.4789,318,0,1,1,0.5,7.2044,11.0563,0.6516,straight/near-center,0.124,straight_line,2.7725,2,0.0,571,67,125,23,219,0.1883,0.2786
212,2,0.887,0.687,4.0845,290,0,0,0,0.5,7.5559,11.0563,0.6834,right,0.1115,geometric_bypass,5.7949,3,0.000424,637,149,0,0,0,0.0,0.0
212,2,0.7202,0.5202,4.0563,288,0,0,0,0.5,7.6729,11.0563,0.694,left,0.1083,astar_grid,12.2882,60,0.008287,441,345,0,0,0,0.0,0.0
212,2,0.7826,0.5826,4.8028,341,0,0,0,0.5,7.4523,11.0563,0.674,left,0.1071,rrt,4.067,3,0.000386,536,250,0,0,0,0.0,0.0
212,2,0.7158,0.5158,4.5352,322,0,0,0,0.5,7.3004,11.0563,0.6603,left,0.0962,rrt_star,1710.034,8,9.6e-05,497,289,0,0,0,0.0,0.0
212,2,0.887,0.687,4.0845,290,0,0,0,0.5,7.5498,11.0563,0.6828,right,0.1022,mppi,52.7275,60,0.000138,637,149,0,0,0,0.0,0.0
213,2,0.7073,0.5073,10.2958,731,0,0,0,0.5,6.8384,13.2535,0.516,left,0.1557,human,0.0,942,1.04234,776,166,0,0,0,0.0,0.0
213,2,0.3355,0.1355,7.4789,531,0,0,1,0.5,5.3392,13.2535,0.4028,left,0.1179,straight_line,3.2798,2,0.0,610,115,217,0,288,0.2304,0.3057
213,2,0.9185,0.7185,8.0282,570,0,0,0,0.5,5.481,13.2535,0.4135,left,0.1115,geometric_bypass,6.9177,3,0.000193,737,205,0,0,0,0.0,0.0
213,2,0.7155,0.5155,7.5915,539,0,0,0,0.5,5.7407,13.2535,0.4331,left,0.1165,astar_grid,10.3052,51,0.007785,632,310,0,0,0,0.0,0.0
213,2,0.7465,0.5465,7.831,556,0,0,0,0.5,5.4386,13.2535,0.4104,left,0.1093,rrt,4.9911,3,8.5e-05,711,231,0,0,0,0.0,0.0
213,2,0.709,0.509,7.7606,551,0,0,0,0.5,5.403,13.2535,0.4077,left,0.1098,rrt_star,1852.3212,7,0.000106,664,278,0,0,0,0.0,0.0
213,2,0.9185,0.7185,8.0282,570,0,0,0,0.5,5.4799,13.2535,0.4135,left,0.1075,mppi,50.953,60,9.4e-05,737,205,0,0,0,0.0,0.0
214,2,0.4886,0.2886,7.7324,549,0,0,1,0.5,6.1014,10.2254,0.5967,left,0.1454,human,0.0,727,1.006798,524,90,113,0,184,0.1554,0.2531
214,2,0.4018,0.2018,5.8451,415,0,0,1,0.5,5.3962,10.2254,0.5277,right,0.0986,straight_line,2.508,2,0.0,480,92,155,0,226,0.2132,0.3109
214,2,0.9244,0.7244,6.2254,442,0,0,0,0.5,5.5086,10.2254,0.5387,right,0.091,geometric_bypass,5.2903,3,0.0002,579,148,0,0,0,0.0,0.0
214,2,0.8211,0.6211,7.1549,508,1,0,0,0.5,5.7393,10.2254,0.5613,left,0.0905,astar_grid,9.3513,46,0.006186,525,202,0,0,0,0.0,0.0
214,2,0.8339,0.6339,6.2254,442,0,0,0,0.5,5.6005,10.2254,0.5477,right,0.0878,rrt,3.6,3,0.000414,584,143,0,0,0,0.0,0.0
214,2,0.7272,0.5272,6.0704,431,0,0,0,0.5,5.447,10.2254,0.5327,right,0.0911,rrt_star,1777.5044,8,8.6e-05,522,205,0,0,0,0.0,0.0
214,2,0.9244,0.7244,6.2254,442,0,0,0,0.5,5.5067,10.2254,0.5385,right,0.0881,mppi,52.2301,60,7.4e-05,579,148,0,0,0,0.0,0.0
215,2,0.2191,0.0191,8.8169,626,0,0,1,0.5,5.9057,11.338,0.5209,straight/near-center,0.1429,human,0.0,806,0.538931,619,91,96,0,167,0.1191,0.2072
215,2,0.0849,-0.1151,6.5915,468,0,1,1,0.5,4.7916,11.338,0.4226,straight/near-center,0.1092,straight_line,2.8198,2,0.0,471,102,172,61,304,0.2891,0.3772
215,2,0.8724,0.6724,7.3239,520,0,0,0,0.5,5.1012,11.338,0.4499,right,0.0991,geometric_bypass,5.862,3,0.000446,559,247,0,0,0,0.0,0.0
215,2,0.7337,0.5337,6.6901,475,0,0,0,0.5,5.1312,11.338,0.4526,right,0.0929,astar_grid,8.3473,42,0.005858,496,310,0,0,0,0.0,0.0
215,2,0.8562,0.6562,7.507,533,0,0,0,0.5,5.3711,11.338,0.4737,right,0.0963,rrt,3.6327,3,0.000636,651,155,0,0,0,0.0,0.0
215,2,0.7015,0.5015,6.2113,441,0,0,0,0.5,4.9618,11.338,0.4376,right,0.095,rrt_star,1871.0048,8,0.000161,513,293,0,0,0,0.0,0.0
215,2,0.8724,0.6724,7.3099,519,0,0,0,0.5,5.097,11.338,0.4495,right,0.092,mppi,51.3792,60,0.000201,559,247,0,0,0,0.0,0.0
216,2,0.4749,0.2749,7.7465,550,1,0,1,0.5,4.9023,9.0986,0.5388,left,0.1273,human,0.0,647,1.400547,511,81,55,0,126,0.085,0.1947
216,2,0.5579,0.3579,7.7887,553,1,0,1,0.5,4.3475,9.0986,0.4778,left,0.0928,straight_line,2.2313,2,0.0,306,215,126,0,196,0.1947,0.3029
216,2,0.6718,0.4718,4.662,331,0,0,1,0.5,4.4801,9.0986,0.4924,right,0.0881,geometric_bypass,4.7565,3,0.000493,264,327,56,0,126,0.0866,0.1947
216,2,0.7014,0.5014,7.6338,542,1,0,0,0.5,4.4578,9.0986,0.4899,left,0.0845,astar_grid,5.3002,34,0.003929,257,390,0,0,0,0.0,0.0
216,2,0.7194,0.5194,4.6901,333,0,0,0,0.5,4.437,9.0986,0.4877,right,0.0897,rrt,5.1069,3,0.000272,259,388,0,0,0,0.0,0.0
216,2,0.7038,0.5038,7.7746,552,1,0,0,0.5,4.3734,9.0986,0.4807,left,0.0836,rrt_star,1788.2164,10,0.00012,277,370,0,0,0,0.0,0.0
216,2,0.6718,0.4718,4.6761,332,0,0,1,0.5,4.4772,9.0986,0.4921,right,0.0877,mppi,50.6399,60,0.000329,264,326,57,0,127,0.0881,0.1963
217,2,0.5714,0.3714,9.9718,708,1,0,1,0.5,5.5622,11.1972,0.4967,left,0.1363,human,0.0,796,1.623313,709,49,38,0,109,0.0477,0.1369
217,2,0.7218,0.5218,9.0986,646,1,0,0,0.5,4.7969,11.1972,0.4284,left,0.117,straight_line,2.7324,2,0.0,432,364,0,0,0,0.0,0.0
217,2,0.7218,0.5218,9.0986,646,1,0,0,0.5,4.7969,11.1972,0.4284,left,0.0968,geometric_bypass_not_needed,2.801,2,0.0,432,364,0,0,0,0.0,0.0
217,2,0.7024,0.5024,8.4366,599,1,0,0,0.5,4.8236,11.1972,0.4308,left,0.096,astar_grid,5.4716,36,0.003111,538,258,0,0,0,0.0,0.0
217,2,0.7218,0.5218,9.0986,646,1,0,0,0.5,4.7969,11.1972,0.4284,left,0.1233,rrt,2.7699,2,0.0,432,364,0,0,0,0.0,0.0
217,2,0.7218,0.5218,9.0986,646,1,0,0,0.5,4.7969,11.1972,0.4284,left,0.0974,rrt_star,2.7719,2,0.0,432,364,0,0,0,0.0,0.0
217,2,0.7218,0.5218,9.0986,646,1,0,0,0.5,4.7969,11.1972,0.4284,left,0.0969,mppi,50.1504,60,0.0,432,364,0,0,0,0.0,0.0
218,2,1.0212,0.8212,4.7746,339,0,0,0,0.5,5.5499,8.2254,0.6747,left,0.1174,human,0.0,585,0.741779,585,0,0,0,0,0.0,0.0
218,2,0.5284,0.3284,3.0563,217,0,0,1,0.5,4.9165,8.2254,0.5977,left,0.0875,straight_line,2.0278,2,0.0,383,93,109,0,180,0.1863,0.3077
218,2,0.9258,0.7258,2.7465,195,0,0,0,0.5,4.993,8.2254,0.607,left,0.0805,geometric_bypass,4.2655,3,0.000134,461,124,0,0,0,0.0,0.0
218,2,0.7556,0.5556,2.4789,176,0,0,0,0.5,5.3173,8.2254,0.6465,left,0.0787,astar_grid,7.5505,48,0.006466,373,212,0,0,0,0.0,0.0
218,2,0.7275,0.5275,3.1972,227,0,0,0,0.5,4.9844,8.2254,0.606,left,0.0804,rrt,2.3803,3,0.0002,424,161,0,0,0,0.0,0.0
218,2,0.7035,0.5035,3.1408,223,0,0,0,0.5,4.9319,8.2254,0.5996,left,0.0855,rrt_star,1953.6388,5,4.1e-05,406,179,0,0,0,0.0,0.0
218,2,0.9258,0.7258,2.7465,195,0,0,0,0.5,4.9921,8.2254,0.6069,left,0.0757,mppi,51.0246,60,0.000104,461,124,0,0,0,0.0,0.0
219,2,0.5788,0.3788,6.7606,480,0,0,1,0.5,3.9454,9.7324,0.4054,straight/near-center,0.1322,human,0.0,692,0.68917,520,97,75,0,146,0.1084,0.211
219,2,0.5313,0.3313,5.2817,375,0,0,1,0.5,3.3824,9.7324,0.3475,left,0.106,straight_line,2.4058,2,0.0,346,160,186,0,257,0.2688,0.3714
219,2,0.917,0.717,5.9577,423,0,0,0,0.5,3.4851,9.7324,0.3581,left,0.0933,geometric_bypass,5.0251,3,0.000184,447,245,0,0,0,0.0,0.0
219,2,0.7601,0.5601,4.338,308,0,0,0,0.5,3.6126,9.7324,0.3712,left,0.0982,astar_grid,4.805,33,0.004455,323,369,0,0,0,0.0,0.0
219,2,0.7433,0.5433,5.7887,411,0,0,0,0.5,3.5955,9.7324,0.3694,left,0.0891,rrt,2.9025,3,0.000668,435,257,0,0,0,0.0,0.0
219,2,0.7056,0.5056,5.1549,366,0,0,0,0.5,3.402,9.7324,0.3496,left,0.0897,rrt_star,2043.8153,6,3.1e-05,375,317,0,0,0,0.0,0.0
219,2,0.917,0.717,5.9577,423,0,0,0,0.5,3.4844,9.7324,0.358,left,0.0893,mppi,51.8522,60,0.000164,447,245,0,0,0,0.0,0.0
220,2,0.3589,0.1589,5.5493,394,0,0,1,0.5,4.5745,8.5634,0.5342,right,0.1232,human,0.0,609,0.604457,378,153,78,0,149,0.1281,0.2447
220,2,0.4895,0.2895,3.9296,279,0,0,1,0.5,4.2592,8.5634,0.4974,right,0.091,straight_line,2.1424,2,0.0,242,224,143,0,214,0.2348,0.3514
220,2,0.8321,0.6321,8.4366,599,1,0,0,0.5,4.3582,8.5634,0.5089,right,0.0893,geometric_bypass,4.4902,3,0.000237,362,247,0,0,0,0.0,0.0
220,2,0.7418,0.5418,8.1127,576,1,0,0,0.5,4.5711,8.5634,0.5338,right,0.0864,astar_grid,4.6879,43,0.004603,228,381,0,0,0,0.0,0.0
220,2,0.7581,0.5581,4.3803,311,0,0,0,0.5,4.5715,8.5634,0.5338,right,0.084,rrt,2.5707,3,0.001595,342,267,0,0,0,0.0,0.0
220,2,0.7009,0.5009,4.0141,285,0,0,0,0.5,4.2831,8.5634,0.5002,right,0.0884,rrt_star,2044.9935,7,4e-05,287,322,0,0,0,0.0,0.0
220,2,0.8321,0.6321,8.4366,599,1,0,0,0.5,4.3572,8.5634,0.5088,right,0.087,mppi,50.6744,60,0.000123,362,247,0,0,0,0.0,0.0
221,2,0.6825,0.4825,5.8592,416,0,0,1,0.5,5.1094,10.1268,0.5045,right,0.1626,human,0.0,720,0.4782,508,195,17,0,88,0.0236,0.1222
221,2,0.4744,0.2744,4.6901,333,0,0,1,0.5,4.4242,10.1268,0.4369,right,0.1065,straight_line,2.5161,2,0.0,288,265,167,0,237,0.2319,0.3292
221,2,0.8537,0.6537,9.8169,697,1,0,0,0.5,4.5258,10.1268,0.4469,right,0.0997,geometric_bypass,5.2749,3,0.000178,433,287,0,0,0,0.0,0.0
221,2,0.7016,0.5016,4.9155,349,0,0,0,0.5,4.7116,10.1268,0.4653,right,0.0978,astar_grid,5.4798,44,0.004658,281,439,0,0,0,0.0,0.0
221,2,0.7387,0.5387,4.9718,353,0,0,0,0.5,4.5262,10.1268,0.447,right,0.0954,rrt,3.2266,3,0.000182,386,334,0,0,0,0.0,0.0
221,2,0.7049,0.5049,4.6338,329,0,0,0,0.5,4.4528,10.1268,0.4397,right,0.107,rrt_star,2026.454,7,2.9e-05,351,369,0,0,0,0.0,0.0
221,2,0.8537,0.6537,9.8169,697,1,0,0,0.5,4.5241,10.1268,0.4467,right,0.0962,mppi,51.1527,60,0.000101,433,287,0,0,0,0.0,0.0
222,2,1.3663,1.1663,3.8592,274,0,0,0,0.5,5.9266,6.7465,0.8785,left,0.1331,human,0.0,480,0.624921,480,0,0,0,0,0.0,0.0
222,2,1.2337,1.0337,2.169,154,0,0,0,0.5,5.8386,6.7465,0.8654,left,0.0875,straight_line,1.7141,2,0.0,480,0,0,0,0,0.0,0.0
222,2,1.2337,1.0337,2.169,154,0,0,0,0.5,5.8386,6.7465,0.8654,left,0.0733,geometric_bypass_not_needed,1.6821,2,0.0,480,0,0,0,0,0.0,0.0
222,2,1.1537,0.9537,1.5493,110,0,0,0,0.5,6.1256,6.7465,0.908,left,0.0722,astar_grid,7.8871,59,0.007828,480,0,0,0,0,0.0,0.0
222,2,1.2337,1.0337,2.169,154,0,0,0,0.5,5.8386,6.7465,0.8654,left,0.0772,rrt,1.6934,2,0.0,480,0,0,0,0,0.0,0.0
222,2,1.2337,1.0337,2.169,154,0,0,0,0.5,5.8386,6.7465,0.8654,left,0.071,rrt_star,1.6933,2,0.0,480,0,0,0,0,0.0,0.0
222,2,1.2337,1.0337,2.169,154,0,0,0,0.5,5.8386,6.7465,0.8654,left,0.0709,mppi,50.7718,60,0.0,480,0,0,0,0,0.0,0.0
223,2,0.7576,0.5576,8.7887,624,1,0,0,0.5,4.6753,8.7887,0.532,left,0.1467,human,0.0,625,0.342268,524,101,0,0,0,0.0,0.0
223,2,0.7415,0.5415,8.4648,601,1,0,0,0.5,4.244,8.7887,0.4829,left,0.114,straight_line,2.1636,2,0.0,503,122,0,0,0,0.0,0.0
223,2,0.7415,0.5415,8.4648,601,1,0,0,0.5,4.244,8.7887,0.4829,left,0.0852,geometric_bypass_not_needed,2.2254,2,0.0,503,122,0,0,0,0.0,0.0
223,2,0.7536,0.5536,8.5915,610,1,0,0,0.5,4.5518,8.7887,0.5179,left,0.0834,astar_grid,6.9836,42,0.008574,529,96,0,0,0,0.0,0.0
223,2,0.7415,0.5415,8.4648,601,1,0,0,0.5,4.244,8.7887,0.4829,left,0.0825,rrt,2.2107,2,0.0,503,122,0,0,0,0.0,0.0
223,2,0.7415,0.5415,8.4648,601,1,0,0,0.5,4.244,8.7887,0.4829,left,0.0819,rrt_star,2.2461,2,0.0,503,122,0,0,0,0.0,0.0
223,2,0.7415,0.5415,8.4648,601,1,0,0,0.5,4.244,8.7887,0.4829,left,0.0828,mppi,51.0375,60,0.0,503,122,0,0,0,0.0,0.0
224,2,0.534,0.334,7.5211,534,1,0,1,0.5,6.1345,8.7324,0.7025,straight/near-center,0.1499,human,0.0,621,0.366433,525,86,10,0,80,0.0161,0.1288
224,2,0.0164,-0.1836,7.0423,500,1,1,1,0.5,5.6402,8.7324,0.6459,straight/near-center,0.1038,straight_line,2.2204,2,0.0,310,157,110,44,225,0.248,0.3623
224,2,0.7223,0.5223,7.5493,536,1,0,0,0.5,6.0786,8.7324,0.6961,left,0.0921,geometric_bypass,4.6828,3,0.000684,431,190,0,0,0,0.0,0.0
224,2,0.707,0.507,6.2817,446,1,0,0,0.5,6.2913,8.7324,0.7205,right,0.0844,astar_grid,13.2962,52,0.011634,222,399,0,0,0,0.0,0.0
224,2,0.723,0.523,7.5775,538,1,0,0,0.5,6.2025,8.7324,0.7103,left,0.0908,rrt,6.1358,3,0.000936,483,138,0,0,0,0.0,0.0
224,2,0.7021,0.5021,7.2817,517,1,0,0,0.5,5.957,8.7324,0.6822,left,0.0925,rrt_star,1810.1204,13,0.000355,422,199,0,0,0,0.0,0.0
224,2,0.7223,0.5223,7.5493,536,1,0,0,0.5,6.0775,8.7324,0.696,left,0.0837,mppi,50.366,60,0.001143,431,190,0,0,0,0.0,0.0
225,2,0.339,0.139,5.7887,411,0,0,1,0.5,5.6286,8.0,0.7036,right,0.1373,human,0.0,569,0.594796,439,35,95,0,166,0.167,0.2917
225,2,0.025,-0.175,4.338,308,0,1,1,0.5,5.2415,8.0,0.6552,straight/near-center,0.0946,straight_line,1.9735,2,0.0,353,64,109,43,223,0.2671,0.3919
225,2,0.8862,0.6862,4.8028,341,0,0,0,0.5,5.5602,8.0,0.695,right,0.0839,geometric_bypass,4.3102,3,0.000493,412,157,0,0,0,0.0,0.0
225,2,0.7235,0.5235,4.4225,314,0,0,0,0.5,5.8099,8.0,0.7262,right,0.0911,astar_grid,11.3047,48,0.012701,379,190,0,0,0,0.0,0.0
225,2,0.817,0.617,4.7606,338,0,0,0,0.5,5.5691,8.0,0.6961,left,0.0804,rrt,3.1511,3,0.000456,403,166,0,0,0,0.0,0.0
225,2,0.7036,0.5036,4.4366,315,0,0,0,0.5,5.4442,8.0,0.6805,right,0.0788,rrt_star,1795.934,9,0.000201,394,175,0,0,0,0.0,0.0
225,2,0.8862,0.6862,4.8028,341,0,0,0,0.5,5.5565,8.0,0.6946,right,0.0776,mppi,51.636,60,0.000407,414,155,0,0,0,0.0,0.0
226,2,0.1622,-0.0378,5.3521,380,0,1,1,0.5,5.6789,9.4085,0.6036,straight/near-center,0.1437,human,0.0,669,0.899624,546,41,69,13,153,0.1226,0.2287
226,2,0.0013,-0.1987,4.8592,345,0,1,1,0.5,5.2517,9.4085,0.5582,straight/near-center,0.1016,straight_line,2.3621,2,0.0,414,77,127,51,248,0.2661,0.3707
226,2,0.8899,0.6899,5.3944,383,0,0,0,0.5,5.5843,9.4085,0.5935,right,0.0862,geometric_bypass,5.1095,3,0.000375,485,184,0,0,0,0.0,0.0
226,2,0.7048,0.5048,3.9437,280,0,0,0,0.5,5.8105,9.4085,0.6176,left,0.085,astar_grid,12.0942,48,0.011216,403,266,0,0,0,0.0,0.0
226,2,0.7524,0.5524,5.4648,388,0,0,0,0.5,5.7985,9.4085,0.6163,right,0.0861,rrt,4.1707,3,0.001051,517,152,0,0,0,0.0,0.0
226,2,0.7095,0.5095,4.7042,334,0,0,0,0.5,5.4639,9.4085,0.5807,left,0.0872,rrt_star,1803.4191,8,0.000261,448,221,0,0,0,0.0,0.0
226,2,0.8899,0.6899,5.3944,383,0,0,0,0.5,5.5796,9.4085,0.593,right,0.0855,mppi,51.8776,60,0.000345,485,184,0,0,0,0.0,0.0
227,2,0.3637,0.1637,4.831,343,0,0,1,0.5,5.497,6.9155,0.7949,right,0.1172,human,0.0,492,0.951456,369,16,107,0,178,0.2175,0.3618
227,2,0.2967,0.0967,3.0563,217,0,0,1,0.5,5.4045,6.9155,0.7815,right,0.086,straight_line,1.7177,2,0.0,318,59,115,0,185,0.2337,0.376
227,2,0.9163,0.7163,2.7606,196,0,0,0,0.5,5.5619,6.9155,0.8043,right,0.0861,geometric_bypass,3.6473,3,0.000253,384,108,0,0,0,0.0,0.0
227,2,0.7205,0.5205,2.6761,190,0,0,0,0.5,5.8666,6.9155,0.8483,right,0.0792,astar_grid,8.77,47,0.019569,361,131,0,0,0,0.0,0.0
227,2,0.8601,0.6601,3.6338,258,0,0,0,0.5,6.1165,6.9155,0.8845,left,0.0818,rrt,2.9263,3,0.002,348,144,0,0,0,0.0,0.0
227,2,0.7115,0.5115,2.9718,211,0,0,0,0.5,5.4815,6.9155,0.7926,right,0.0764,rrt_star,1848.5083,8,0.000159,350,142,0,0,0,0.0,0.0
227,2,0.9163,0.7163,2.7606,196,0,0,0,0.5,5.56,6.9155,0.804,right,0.0803,mppi,50.489,60,0.000153,384,108,0,0,0,0.0,0.0
228,2,0.2095,0.0095,5.8169,413,0,0,1,0.5,4.5561,7.1408,0.638,straight/near-center,0.132,human,0.0,508,0.987348,347,68,93,0,164,0.1831,0.3228
228,2,0.0648,-0.1352,5.338,379,0,1,1,0.5,4.276,7.1408,0.5988,straight/near-center,0.0823,straight_line,1.8057,2,0.0,271,72,120,45,236,0.3248,0.4646
228,2,0.7344,0.5344,5.9437,422,0,0,0,0.5,4.7126,7.1408,0.66,right,0.0743,geometric_bypass,3.8198,3,0.001525,300,208,0,0,0,0.0,0.0
228,2,0.7011,0.5011,5.5352,393,0,0,0,0.5,4.6697,7.1408,0.6539,right,0.0737,astar_grid,6.3911,44,0.005921,283,225,0,0,0,0.0,0.0
228,2,0.7225,0.5225,4.5634,324,1,0,0,0.5,5.0903,7.1408,0.7128,left,0.0772,rrt,3.5061,3,0.001448,299,209,0,0,0,0.0,0.0
228,2,0.7052,0.5052,5.507,391,0,0,0,0.5,4.5583,7.1408,0.6383,right,0.0764,rrt_star,1801.6021,10,0.000375,287,221,0,0,0,0.0,0.0
228,2,0.7344,0.5344,5.9437,422,0,0,0,0.5,4.7038,7.1408,0.6587,right,0.075,mppi,52.3442,60,0.000664,300,208,0,0,0,0.0,0.0
229,2,0.2474,0.0474,7.6056,540,0,0,1,0.5,5.8399,9.7606,0.5983,straight/near-center,0.1618,human,0.0,694,0.677098,513,36,145,0,216,0.2089,0.3112
229,2,0.7096,0.5096,5.9014,419,0,0,0,0.5,4.9808,9.7606,0.5103,right,0.0984,straight_line,2.4256,2,0.0,498,196,0,0,0,0.0,0.0
229,2,0.7096,0.5096,5.9014,419,0,0,0,0.5,4.9808,9.7606,0.5103,right,0.0898,geometric_bypass_not_needed,2.4497,2,0.0,498,196,0,0,0,0.0,0.0
229,2,0.7,0.5,5.8732,417,0,0,0,0.5,5.0,9.7606,0.5123,right,0.1048,astar_grid,3.7099,51,0.0,496,198,0,0,0,0.0,0.0
229,2,0.7096,0.5096,5.9014,419,0,0,0,0.5,4.9808,9.7606,0.5103,right,0.1023,rrt,2.4573,2,0.0,498,196,0,0,0,0.0,0.0
229,2,0.7096,0.5096,5.9014,419,0,0,0,0.5,4.9808,9.7606,0.5103,right,0.1002,rrt_star,2.463,2,0.0,498,196,0,0,0,0.0,0.0
229,2,0.7096,0.5096,5.9014,419,0,0,0,0.5,4.9808,9.7606,0.5103,right,0.0998,mppi,49.5656,60,0.0,498,196,0,0,0,0.0,0.0
230,2,0.6284,0.4284,7.7887,553,1,0,1,0.5,4.2015,9.831,0.4274,left,0.1469,human,0.0,699,0.855007,591,71,37,0,108,0.0529,0.1545
230,2,0.8828,0.6828,7.6197,541,1,0,0,0.5,3.4426,9.831,0.3502,left,0.1024,straight_line,2.4453,2,0.0,509,190,0,0,0,0.0,0.0
230,2,0.8828,0.6828,7.6197,541,1,0,0,0.5,3.4426,9.831,0.3502,left,0.1072,geometric_bypass_not_needed,2.4919,2,0.0,509,190,0,0,0,0.0,0.0
230,2,0.8958,0.6958,7.2817,517,1,0,0,0.5,3.6062,9.831,0.3668,left,0.0928,astar_grid,5.2041,35,0.001701,527,172,0,0,0,0.0,0.0
230,2,0.8828,0.6828,7.6197,541,1,0,0,0.5,3.4426,9.831,0.3502,left,0.0995,rrt,2.4636,2,0.0,509,190,0,0,0,0.0,0.0
230,2,0.8828,0.6828,7.6197,541,1,0,0,0.5,3.4426,9.831,0.3502,left,0.0965,rrt_star,2.4369,2,0.0,509,190,0,0,0,0.0,0.0
230,2,0.8828,0.6828,7.6197,541,1,0,0,0.5,3.4426,9.831,0.3502,left,0.0935,mppi,50.583,60,0.0,509,190,0,0,0,0.0,0.0
231,2,0.546,0.346,7.4507,529,1,0,1,0.5,4.5225,9.7887,0.462,left,0.1503,human,0.0,696,0.784069,470,166,60,0,131,0.0862,0.1882
231,2,0.7368,0.5368,8.1549,579,1,0,0,0.5,3.5322,9.7887,0.3608,left,0.1152,straight_line,2.4663,2,0.0,447,249,0,0,0,0.0,0.0
231,2,0.7368,0.5368,8.1549,579,1,0,0,0.5,3.5322,9.7887,0.3608,left,0.102,geometric_bypass_not_needed,2.464,2,0.0,447,249,0,0,0,0.0,0.0
231,2,0.839,0.639,8.9014,632,1,0,0,0.5,3.7879,9.7887,0.387,left,0.1016,astar_grid,5.7898,36,0.004045,450,246,0,0,0,0.0,0.0
231,2,0.7368,0.5368,8.1549,579,1,0,0,0.5,3.5322,9.7887,0.3608,left,0.0962,rrt,2.4674,2,0.0,447,249,0,0,0,0.0,0.0
231,2,0.7368,0.5368,8.1549,579,1,0,0,0.5,3.5322,9.7887,0.3608,left,0.094,rrt_star,2.4598,2,0.0,447,249,0,0,0,0.0,0.0
231,2,0.7368,0.5368,8.1549,579,1,0,0,0.5,3.5322,9.7887,0.3608,left,0.097,mppi,51.3894,60,0.0,447,249,0,0,0,0.0,0.0
232,2,0.5088,0.3088,5.2817,375,1,0,1,0.5,4.5625,8.0845,0.5644,left,0.1309,human,0.0,575,0.820313,494,18,63,0,134,0.1096,0.233
232,2,0.4095,0.2095,5.338,379,1,0,1,0.5,4.2953,8.0845,0.5313,left,0.0927,straight_line,2.0076,2,0.0,331,92,152,0,223,0.2643,0.3878
232,2,0.8908,0.6908,5.8592,416,1,0,0,0.5,4.4432,8.0845,0.5496,left,0.0907,geometric_bypass,4.221,3,0.000416,404,171,0,0,0,0.0,0.0
232,2,0.7958,0.5958,5.2394,372,1,0,0,0.5,4.627,8.0845,0.5723,left,0.0794,astar_grid,5.8387,44,0.0059,425,150,0,0,0,0.0,0.0
